batch_id,corpus_name,source_archive,file_name,file_path,title_original,title_normalized,publication,publication_normalized,date,byline,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,notes,section,low_value_flag,low_value_reason
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(5).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(5).PDF,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein,ende der gewissheiten sachsen i nach den krawallen in chemnitz hat das bundesland mehr als ein,Kreis Anzeiger (Germany),kreis anzeiger germany,Freitag 31. August 2018,Jörg Schurig,454,3239,ebfdf68ddec722f2bc6dd530c250ce701d9d3268,exact_002,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(2).PDF (exact_002).,POLITIK; ; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image.PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image.PDF,Ende der Gewissheiten; SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein,ende der gewissheiten sachsen i nach den krawallen in chemnitz hat das bundesland mehr als ein,Oberhessische Zeitung (Germany),oberhessische zeitung germany,Freitag 31. August 2018,Jörg Schurig,454,3240,175c436ab7860784e6944d46955d5464e8469e43,exact_003,duplicate_exact,keep,,yes,cleanest_parsed_version,no,,Representative kept for exact_003.,POLITIK; ; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(10).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(10).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Wiesbadener Kurier,wiesbadener kurier,Freitag 31. August 2018,Jörg Schurig,460,3286,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; WIESBADENER KURIER STADTAUSGABE; S. 4,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(11).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(11).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Lampertheimer Zeitung,lampertheimer zeitung,Freitag 31. August 2018,Jörg Schurig,460,3286,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; LAMPERTHEIMER ZEITUNG; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(12).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(12).PDF,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Aar-Bote,aarbote,Freitag 31. August 2018,Jörg Schurig,460,3285,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; AARBOTE; S. 4,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(13).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(13).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Main-Taunus-Kurier,maintaunuskurier,Freitag 31. August 2018,Jörg Schurig,460,3286,9b17c59b7fdeb038250a53fa56dc72cb36f4724e,near_003,duplicate_near,keep,,yes,most_complete_metadata,no,,Representative kept for near_003.,POLITIK; MAIN-TAUNUS-KURIER; S. 4,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(14).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(14).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Wormser Zeitung,wormser zeitung,Freitag 31. August 2018,Jörg Schurig,460,3286,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; WORMSER ZEITUNG; S. 4,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Groß-Gerauer Echo,grossgerauer echo,Freitag 31. August 2018,Jörg Schurig,460,3285,f884ded728cb4bdfebab2bbd29137fbc369346a2,exact_005,duplicate_exact,keep,,yes,lexical_filename_tiebreak,no,,Representative kept for exact_005.,POLITIK; GROSS-GERAUER ECHO; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(2).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(2).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Starkenburger Echo,starkenburger echo,Freitag 31. August 2018,Jörg Schurig,460,3286,f884ded728cb4bdfebab2bbd29137fbc369346a2,exact_005,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF (exact_005).,POLITIK; ; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(3).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(3).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Main-Spitze,mainspitze,Freitag 31. August 2018,Jörg Schurig,460,3286,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; ; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(4).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(4).PDF,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Bürstädter Zeitung,bürstädter zeitung,Freitag 31. August 2018,Jörg Schurig,460,3285,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; ; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(5).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(5).PDF,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Ried Echo,ried echo,Freitag 31. August 2018,Jörg Schurig,460,3285,f884ded728cb4bdfebab2bbd29137fbc369346a2,exact_005,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF (exact_005).,POLITIK; RIED ECHO; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(6).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(6).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Allgemeine Zeitung,allgemeine zeitung,Freitag 31. August 2018,Jörg Schurig,460,3286,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; ALLGEMEINE ZEITUNG MAINZ; S. 4,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(7).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(7).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Darmstädter Echo,darmstädter echo,Freitag 31. August 2018,Jörg Schurig,460,3286,f884ded728cb4bdfebab2bbd29137fbc369346a2,exact_005,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF (exact_005).,POLITIK; DARMSTÄDTER ECHO WEST; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(8).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(8).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Idsteiner Zeitung,idsteiner zeitung,Freitag 31. August 2018,Jörg Schurig,460,3286,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF (exact_004).,POLITIK; IDSTEINER ZEITUNG; S. 4,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(9).PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(9).PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Odenwälder Echo,odenwälder echo,Freitag 31. August 2018,Jörg Schurig,460,3286,f884ded728cb4bdfebab2bbd29137fbc369346a2,exact_005,duplicate_exact,drop,duplicate_exact,no,,no,,Dropped in favor of representative file: Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF (exact_005).,POLITIK; ODENWÄLDER ECHO; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,ende der gewissheiten sachsen ii nach den rechtsextremen krawallen in chemnitz hat das bundesland ein,Wiesbadener Tagblatt,wiesbadener tagblatt,Freitag 31. August 2018,Jörg Schurig,460,3286,ca448a72b0cf3a15f855aa604b5df41aad6744d0,exact_004,duplicate_exact,keep,,yes,cleanest_parsed_version,no,,Representative kept for exact_004.,POLITIK; WIESBADENER TAGBLATT STADTAUSGABE; S. 4,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Eskalation mit Ansage Im Internet taucht ein Haftbefehl gegen den mutmaßlichen Messerstecher von Che.PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Eskalation mit Ansage Im Internet taucht ein Haftbefehl gegen den mutmaßlichen Messerstecher von Che.PDF,Eskalation mit Ansage Im Internet taucht ein Haftbefehl gegen den mutmaßlichen Messerstecher von Chemnitz,eskalation mit ansage im internet taucht ein haftbefehl gegen den mutmasslichen messerstecher von chemnitz,Der Tagesspiegel,der tagesspiegel,Donnerstag 30. August 2018,"Maria Fiedler, Frank Jansen und Matthias Meisner",786,5766,0421d5f857e18ef06288491328170e21653fe7cb,,unique,keep,,no,,no,,,ZWEITE; S. 2; Ausg. 23575,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Polizei ist mit zu geringen Kräften vor Ort.PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Polizei ist mit zu geringen Kräften vor Ort.PDF,Polizei ist mit zu geringen Kräften vor Ort,polizei ist mit zu geringen kräften vor ort,Nordwest-Zeitung,nordwestzeitung,28. August 2018,,369,2696,c6e8e54c0d0d29781d5047655c7a33b8e84d9937,,unique,keep,,no,,no,,,NACHRICHTEN POLITIK; S. 2,no,
Chemnitz_core,Chemnitz,Chemnitz_core(32).ZIP,Seehofer bietet nachträglich seine Hilfe an Kritik kommt vom Regierungspartner SPD.PDF,C:\PythonProjects\AfD-project\Corpora\Chemnitz\raw_unarchive_core\Seehofer bietet nachträglich seine Hilfe an Kritik kommt vom Regierungspartner SPD.PDF,Seehofer bietet nachträglich seine Hilfe an; Kritik kommt vom Regierungspartner SPD,seehofer bietet nachträglich seine hilfe an kritik kommt vom regierungspartner spd,Welt kompakt,welt kompakt,Mittwoch 29. August 2018,Martin Lutz,318,2342,66517506cad6c981afa1c4d539e22e50345fefaa,near_004,duplicate_near,drop,duplicate_near,no,,no,,Dropped in favor of representative file: Seehofer bietet nachträglich Unterstützung an Regierungspartner SPD und Opposition üben Kritik.PDF (near_004).,POLITIK; POLITIK; Ausg. 167,no,
