article_id,corpus_type,corpus_name,batch_id,source_archive,date,year,month,publication,publication_normalized,title_original,title_normalized,byline,section,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,source_file_name,source_file_path,protocol_version,notes,query_version,source_basket_version,language,publication_type,date_raw
03d3e22d1cbdbacee97364a1b1ee277fcaf2fc40,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-31,2013,2013-01,Der Tagesspiegel,der tagesspiegel,Deutschland Einwanderungsland Nr. 2 Migrationsbericht: Polizei griff zudem 19 Prozent mehr illegal,deutschland einwanderungsland nr 2 migrationsbericht polizei griff zudem 19 prozent mehr illegal,,POLITIK; S. 4; Ausg. 21588,314,2114,ffe44ede7d0456ea5744262fb4c340b958a7f772,,unique,keep,,no,,no,,Deutschland Einwanderungsland Nr. 2 Migrationsbericht_ Polizei griff zudem 19 Prozent mehr illegal E.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland Einwanderungsland Nr. 2 Migrationsbericht_ Polizei griff zudem 19 Prozent mehr illegal E.PDF,v2,,,,de,news,Donnerstag 31. Januar 2013
0424bff0ed43d77141effd9b5ca43e3acedfb856,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-09,2013,2013-01,Die Welt,die welt,Deutschland Kompakt I; Innenministerkonferenz: Schünemann will Haftstrafe für Angriffe auf Polizisten ++,deutschland kompakt i innenministerkonferenz schünemann will haftstrafe für angriffe auf polizisten,,POLITIK; Kompakt; S. 4; Ausg. 7,520,3924,bb1fa363cd85fd7f32fb168d2453e7c7ab133671,,unique,keep,,no,,no,,Deutschland Kompakt I Innenministerkonferenz_ Schünemann will Haftstrafe für Angriffe auf Polizisten.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland Kompakt I Innenministerkonferenz_ Schünemann will Haftstrafe für Angriffe auf Polizisten.PDF,v2,,,,de,news,Mittwoch 9. Januar 2013
bc0e2f32a088e3a44a944b45c2c5914dc02dfcab,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-31,2013,2013-01,Die Welt,die welt,Deutschland Kompakt I; Migration: Immer mehr Einwanderer - auch illegale ++ Energiewende: Saarlands,deutschland kompakt i migration immer mehr einwanderer  auch illegale  energiewende saarlands,,POLITIK; Kompakt; S. 4; Ausg. 26,519,3943,b86030fb7694c43c79c6c3bc64dedf73914d9305,,unique,keep,,no,,no,,Deutschland Kompakt I Migration_ Immer mehr Einwanderer - auch illegale ++ Energiewende_ Saarlands W.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland Kompakt I Migration_ Immer mehr Einwanderer - auch illegale ++ Energiewende_ Saarlands W.PDF,v2,,,,de,news,Donnerstag 31. Januar 2013
c8443d3d3e0fef1bef5685734204b4f726823c2b,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-18,2013,2013-01,Die Welt,die welt,Deutschland/Ausland Kompakt; Embryonen-Auswahl: All-Parteien-Protest gegen PID-Verordnung ++,deutschlandausland kompakt embryonenauswahl allparteienprotest gegen pidverordnung,Matthias Kamann,POLITIK; Kompakt; S. 5; Ausg. 15,649,4879,f35136b8b54bc3b750e5469af29ed736e74ed23a,,unique,keep,,no,,no,,Deutschland_Ausland Kompakt Embryonen-Auswahl_ All-Parteien-Protest gegen PID-Verordnung ++ Studieng.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland_Ausland Kompakt Embryonen-Auswahl_ All-Parteien-Protest gegen PID-Verordnung ++ Studieng.PDF,v2,,,,de,news,Freitag 18. Januar 2013
e4abc7d5111ea81e2a6dca3afcb7ad763cfcad32,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-03,2013,2013-01,Rheinische Post,rheinische post,Experten kümmern sich um Integration,experten kümmern sich um integration,Von anneli Goebels,,585,4207,af3e3f4584825484f0010515f441e61db6adbf99,,unique,keep,,no,,no,,Experten kümmern sich um Integration.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Experten kümmern sich um Integration.PDF,v2,,,,de,news,3. Januar 2013 Donnerstag
2866268df139b5c2d67249a4586ba919156a996d,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-31,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Feind im eigenen Land; HELFER Drei Jahre arbeitet Rahim Nagibulla für die Bundeswehr. Er bekommt Asyl.,feind im eigenen land helfer drei jahre arbeitet rahim nagibulla für die bundeswehr er bekommt asyl,Julia Amberger,THEMEN DES TAGES; S. 05,1528,9943,53cb12a9ee7b3c82b88091b5e0b9b2aca06ad8dc,,unique,keep,,no,,no,,Feind im eigenen Land HELFER Drei Jahre arbeitet Rahim Nagibulla für die Bundeswehr. Er bekommt Asyl.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Feind im eigenen Land HELFER Drei Jahre arbeitet Rahim Nagibulla für die Bundeswehr. Er bekommt Asyl.PDF,v2,,,,de,news,Donnerstag 31. Januar 2013
e1f161e0009ee5036a84e8df8df0db516363c614,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-12,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Flucht vor Assads Bomben Die Schüsse im Kopf verhallen nicht. Azad Hamoto ist mit seiner Familie aus der,flucht vor assads bomben die schüsse im kopf verhallen nicht azad hamoto ist mit seiner familie aus der,Katharina Mayer,HINTERGRUND; S. 04,1368,9259,fdf5fb8b5125382dc02234bad6b90b9d47b9e45c,,unique,keep,,no,,no,,Flucht vor Assads Bomben Die Schüsse im Kopf verhallen nicht. Azad Hamoto ist mit seiner Familie aus.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Flucht vor Assads Bomben Die Schüsse im Kopf verhallen nicht. Azad Hamoto ist mit seiner Familie aus.PDF,v2,,,,de,news,Samstag 12. Januar 2013
2444ae39c7a2cd0611ccef2326aeb1891d20beb7,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-16,2013,2013-01,Der Tagesspiegel,der tagesspiegel,Flucht vor Krieg und Elend Deutlicher Anstieg der Asylbewerberzahlen,flucht vor krieg und elend deutlicher anstieg der asylbewerberzahlen,,POLITIK; S. 4; Ausg. 21573,274,1926,d59d22cc91af1c154254dcf480f675ae7f3e777c,,unique,keep,,no,,no,,Flucht vor Krieg und Elend Deutlicher Anstieg der Asylbewerberzahlen.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Flucht vor Krieg und Elend Deutlicher Anstieg der Asylbewerberzahlen.PDF,v2,,,,de,news,Mittwoch 16. Januar 2013
a20d99f87c34d34f5279479e035fd0e58979ee21,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-16,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,"Flüchtlinge landen hinter Gittern ASYL Eine geplante Aufnahmerichtlinie der EU erleichtert es, Asylbewerber zu",flüchtlinge landen hinter gittern asyl eine geplante aufnahmerichtlinie der eu erleichtert es asylbewerber zu,RUTH REICHSTEIN / DANIEL BAX,INLAND; S. 06,814,5897,3d2f41ced4c3e59e50536e8dac9df6fac5e24179,,unique,keep,,no,,no,,"Flüchtlinge landen hinter Gittern ASYL Eine geplante Aufnahmerichtlinie der EU erleichtert es, Asylb.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Flüchtlinge landen hinter Gittern ASYL Eine geplante Aufnahmerichtlinie der EU erleichtert es, Asylb.PDF",v2,,,,de,news,Mittwoch 16. Januar 2013
073c4ad9969c78fbb9b06967cb27848aba8c6687,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-09,2013,2013-01,Die Welt,die welt,Geldstrom nach Deutschland Western Union beobachtet zunehmende Bargeldtransfers aus der Türkei,geldstrom nach deutschland western union beobachtet zunehmende bargeldtransfers aus der türkei,Karsten Seibel,FINANZEN; S. 17; Ausg. 7,659,4718,4e0ee5cfff3c862bf314fde031e6d076e4cd4954,,unique,keep,,no,,no,,Geldstrom nach Deutschland Western Union beobachtet zunehmende Bargeldtransfers aus der Türkei.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Geldstrom nach Deutschland Western Union beobachtet zunehmende Bargeldtransfers aus der Türkei.PDF,v2,,,,de,news,Mittwoch 9. Januar 2013
944836c01725762620609fa4e78ba0c07e89bcb9,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-24,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Gut Papier hat Weile ABSCHIEBUNG Die Tochter von Gazale Salame bekommt ein Ausweispapier - das erst,gut papier hat weile abschiebung die tochter von gazale salame bekommt ein ausweispapier  das erst,,NORD AKTUELL; S. 21,215,1558,8c99c63c956d49cad05064fed0d56bc904703897,,unique,keep,,no,,no,,Gut Papier hat Weile ABSCHIEBUNG Die Tochter von Gazale Salame bekommt ein Ausweispapier - das erst.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Gut Papier hat Weile ABSCHIEBUNG Die Tochter von Gazale Salame bekommt ein Ausweispapier - das erst.PDF,v2,,,,de,news,Donnerstag 24. Januar 2013
cf585f13ebc24c96f8d17e22d9a9426446aa8712,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-05,2013,2013-01,Berliner Zeitung,berliner zeitung,HEUTE,heute,,POLITIK; Ausg. 4,247,1701,632e4aeccf549614fc674d3192f400e6e26de04d,,unique,keep,,no,,no,,HEUTE.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\HEUTE.PDF,v2,,,,de,news,Samstag 5. Januar 2013
a326c36011f0bb8fa20259b8edf8089e92208144,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-17,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Immer neue Hürden BÜROKRATIE Zusammenführung zieht sich hin: Das Land Niedersachsen und der Kreis,immer neue hürden bürokratie zusammenführung zieht sich hin das land niedersachsen und der kreis,REIMAR PAUL,NORD AKTUELL; S. 21,297,2095,c62a8d1d3f8f670916e151a844265bf4479e7873,,unique,keep,,no,,no,,Immer neue Hürden BÜROKRATIE Zusammenführung zieht sich hin_ Das Land Niedersachsen und der Kreis Hi.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Immer neue Hürden BÜROKRATIE Zusammenführung zieht sich hin_ Das Land Niedersachsen und der Kreis Hi.PDF,v2,,,,de,news,Donnerstag 17. Januar 2013
a4910d84211b03c1b740f94155eda7190d5ea472,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-29,2013,2013-01,Rheinische Post,rheinische post,Keine Kritik Glückwunsch Mutig,keine kritik glückwunsch mutig,,,204,1366,fcb3e0c975b3591613366d8ae8ca1634ddce5b24,exact_001,duplicate_exact,drop,duplicate_exact,no,,no,,Keine Kritik Glückwunsch Mutig(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Keine Kritik Glückwunsch Mutig(2).PDF,v2,Dropped in favor of representative file: Keine Kritik Glückwunsch Mutig.PDF (exact_001).,,,de,news,29. Januar 2013 Dienstag
22b6f1cbee3ed634466f8c7721549ae934868f2f,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-29,2013,2013-01,Rheinische Post,rheinische post,Keine Kritik Glückwunsch Mutig,keine kritik glückwunsch mutig,,,204,1366,fcb3e0c975b3591613366d8ae8ca1634ddce5b24,exact_001,duplicate_exact,keep,,yes,cleanest_parsed_version,no,,Keine Kritik Glückwunsch Mutig.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Keine Kritik Glückwunsch Mutig.PDF,v2,Representative kept for exact_001.,,,de,news,29. Januar 2013 Dienstag
20182236ce1c1a3e18f63d466891717e3b41b9ff,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-19,2013,2013-01,Frankfurter Rundschau,frankfurter rundschau,Kommunen-Verbund für Flüchtlinge; Wetterau Ausreichend Plätze für menschenwürdige Unterbringung stehen,kommunenverbund für flüchtlinge wetterau ausreichend plätze für menschenwürdige unterbringung stehen,(ieb.),R3; S. R10,299,2238,ebff688aea48b50af954887d43f9066aa215509a,,unique,keep,,no,,no,,Kommunen-Verbund für Flüchtlinge Wetterau Ausreichend Plätze für menschenwürdige Unterbringung stehe.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Kommunen-Verbund für Flüchtlinge Wetterau Ausreichend Plätze für menschenwürdige Unterbringung stehe.PDF,v2,,,,de,news,Samstag 19. Januar 2013
353f5d5216192aaf85ef4650ab2a3031363430c3,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-31,2013,2013-01,Berliner Zeitung,berliner zeitung,Mehr als 2000 Zuwanderer mit Blue Card Akademiker aus Asien kommen ins Land,mehr als 2000 zuwanderer mit blue card akademiker aus asien kommen ins land,,WIRTSCHAFT; S. 11; Ausg. 26,173,1189,8d4237c96067f56ac9a17969a52c51337155d966,,unique,keep,,no,,no,,Mehr als 2000 Zuwanderer mit Blue Card Akademiker aus Asien kommen ins Land.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Mehr als 2000 Zuwanderer mit Blue Card Akademiker aus Asien kommen ins Land.PDF,v2,,,,de,news,Donnerstag 31. Januar 2013
ad42e2bc3804fb3ef9fcee001915eac488fcac32,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-09,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,"Nüchterner Faustschlag; MEISTERWERK ""Tod nach Abschiebung - Wadim"" (22.45 Uhr, ARD) erzählt die",nüchterner faustschlag meisterwerk tod nach abschiebung  wadim 2245 uhr ard erzählt die,SVEN SAKOWITZ,FLIMMERN UND RAUSCHEN; S. 17,507,3419,d2e09b328bd62acb96e5076720e399520d9d11a6,,unique,keep,,no,,no,,"Nüchterner Faustschlag MEISTERWERK _Tod nach Abschiebung - Wadim_ (22.45 Uhr, ARD) erzählt die Gesch.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Nüchterner Faustschlag MEISTERWERK _Tod nach Abschiebung - Wadim_ (22.45 Uhr, ARD) erzählt die Gesch.PDF",v2,,,,de,news,Mittwoch 09. Januar 2013
9ee330c4ce7a0908f882055acbc59a8192130521,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-17,2013,2013-01,Die Welt,die welt,Politik Kompakt Linkspartei: Keine Rente für Gregor Gysi ++ Holocaust-Leugner: Williamson zu Geldstrafe von,politik kompakt linkspartei keine rente für gregor gysi  holocaustleugner williamson zu geldstrafe von,,POLITIK; Kompakt; S. 5; Ausg. 14,588,4555,57f430dc977b538c4e293d210a4a09481ca246ea,,unique,keep,,no,,no,,Politik Kompakt Linkspartei_ Keine Rente für Gregor Gysi ++ Holocaust-Leugner_ Williamson zu Geldstr.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Politik Kompakt Linkspartei_ Keine Rente für Gregor Gysi ++ Holocaust-Leugner_ Williamson zu Geldstr.PDF,v2,,,,de,news,Donnerstag 17. Januar 2013
917295c5d87e7dc345f2325eab5f72cf23eca98d,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-11,2013,2013-01,Rheinische Post,rheinische post,Razzia gegen Einbrecherbanden,razzia gegen einbrecherbanden,Von christian schwerdtfeger und gERHARD vOOGT,,388,2920,6058514c328dd4e4fbeccf7b1175008159f074fa,,unique,keep,,no,,no,,Razzia gegen Einbrecherbanden.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Razzia gegen Einbrecherbanden.PDF,v2,,,,de,news,11. Januar 2013 Freitag
9212103cc540cc7c93643c51564d9140d14a83cf,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-22,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Roma müssen draußen bleiben ASYLPOLITIK Die Zahl der Asylbewerber aus dem Balkan ist stark gesunken.,roma müssen draussen bleiben asylpolitik die zahl der asylbewerber aus dem balkan ist stark gesunken,Tobias Schulze,INLAND; S. 07,562,4041,82c049a93fc4a66a2e2d673e4be847e8852c5502,,unique,keep,,no,,no,,Roma müssen draußen bleiben ASYLPOLITIK Die Zahl der Asylbewerber aus dem Balkan ist stark gesunken.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Roma müssen draußen bleiben ASYLPOLITIK Die Zahl der Asylbewerber aus dem Balkan ist stark gesunken.PDF,v2,,,,de,news,Dienstag 22. Januar 2013
86debbb9b568a07561aa3c1a4d8104a78042cb13,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-21,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Sie können auch anders KOMMENTAR: GERNOT KNÖDLER ÜBER DIE POLIZEI,sie können auch anders kommentar gernot knödler über die polizei,GERNOT KNÖDLER,HAMBURG AKTUELL; S. 24,202,1421,caacc6e6de6e08d09496f6096f67430ed93b8918,,unique,drop,commentary_noncore,no,,no,,Sie können auch anders KOMMENTAR_ GERNOT KNÖDLER ÜBER DIE POLIZEI.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Sie können auch anders KOMMENTAR_ GERNOT KNÖDLER ÜBER DIE POLIZEI.PDF,v2,,,,de,news,Montag 21. Januar 2013
5fadec8a591f7716df4cf1d2da9fca0278798eed,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-09,2013,2013-01,Südwest Presse,südwest presse,Unsittliche Haftbedingungen,unsittliche haftbedingungen,,Politik; S. 1,263,2095,6ca2b8d334d5773218059b1c514e74c9c4bddf51,,unique,keep,,no,,no,,Unsittliche Haftbedingungen.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Unsittliche Haftbedingungen.PDF,v2,,,,de,news,Mittwoch 9. Januar 2013
56bc59c7645eff92c86c693ccaea781d11b81c79,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-24,2013,2013-01,Die Welt,die welt,Ursula von der Leyens schöne Fachkräftewelt; Die Arbeitsministerin sieht erste Erfolge ihrer Offensive.,ursula von der leyens schöne fachkräftewelt die arbeitsministerin sieht erste erfolge ihrer offensive,Stefan Von Borstel,POLITIK; S. 4; Ausg. 20,839,6495,62b6bac70636e88dd3ff07b63856538b9b1887e2,,unique,keep,,no,,no,,Ursula von der Leyens schöne Fachkräftewelt Die Arbeitsministerin sieht erste Erfolge ihrer Offensiv.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Ursula von der Leyens schöne Fachkräftewelt Die Arbeitsministerin sieht erste Erfolge ihrer Offensiv.PDF,v2,,,,de,news,Donnerstag 24. Januar 2013
5df8b5f2c37f4e15155b8052b423f3430f3ba3a2,main_monthly,Main Corpus,2013-01,2013-01(42).ZIP,2013-01-21,2013,2013-01,Rheinische Post,rheinische post,Verwaltung durfte nur so handeln,verwaltung durfte nur so handeln,,,314,2092,bd9e862e1290d0d43fc448e090ffcce547b5f78a,,unique,keep,,no,,no,,Verwaltung durfte nur so handeln.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Verwaltung durfte nur so handeln.PDF,v2,,,,de,news,21. Januar 2013 Montag
